date,product_id,product_name,category,predicted_demand,lead_time_days,reorder_point
2026-01-02,P014,Face Wash,Personal Care,36.42,6,75
2026-01-03,P014,Face Wash,Personal Care,39.04,6,75
2026-01-04,P014,Face Wash,Personal Care,39.56,6,75
2026-01-05,P014,Face Wash,Personal Care,35.88,6,75
2026-01-06,P014,Face Wash,Personal Care,35.74,6,75
2026-01-07,P014,Face Wash,Personal Care,35.76,6,75
2026-01-08,P014,Face Wash,Personal Care,35.82,6,75
2026-01-09,P014,Face Wash,Personal Care,35.81,6,75
2026-01-10,P014,Face Wash,Personal Care,38.92,6,75
2026-01-11,P014,Face Wash,Personal Care,39.92,6,75
2026-01-12,P014,Face Wash,Personal Care,35.5,6,75
2026-01-13,P014,Face Wash,Personal Care,35.3,6,75
2026-01-14,P014,Face Wash,Personal Care,35.3,6,75
2026-01-15,P014,Face Wash,Personal Care,35.17,6,75
2026-01-16,P014,Face Wash,Personal Care,35.12,6,75
2026-01-17,P014,Face Wash,Personal Care,39.12,6,75
2026-01-18,P014,Face Wash,Personal Care,39.78,6,75
2026-01-19,P014,Face Wash,Personal Care,34.52,6,75
2026-01-20,P014,Face Wash,Personal Care,34.34,6,75
2026-01-21,P014,Face Wash,Personal Care,34.42,6,75
2026-01-22,P014,Face Wash,Personal Care,34.65,6,75
2026-01-23,P014,Face Wash,Personal Care,34.77,6,75
2026-01-24,P014,Face Wash,Personal Care,39.7,6,75
2026-01-25,P014,Face Wash,Personal Care,40.69,6,75
2026-01-26,P014,Face Wash,Personal Care,35.45,6,75
2026-01-27,P014,Face Wash,Personal Care,35.32,6,75
2026-01-28,P014,Face Wash,Personal Care,35.22,6,75
2026-01-29,P014,Face Wash,Personal Care,35.67,6,75
2026-01-30,P014,Face Wash,Personal Care,35.86,6,75
2026-01-01,P015,Hand Sanitizer,Personal Care,36.94,4,90
2026-01-02,P015,Hand Sanitizer,Personal Care,36.91,4,90
2026-01-03,P015,Hand Sanitizer,Personal Care,37.11,4,90
2026-01-04,P015,Hand Sanitizer,Personal Care,37.22,4,90
2026-01-05,P015,Hand Sanitizer,Personal Care,35.78,4,90
2026-01-06,P015,Hand Sanitizer,Personal Care,35.88,4,90
2026-01-07,P015,Hand Sanitizer,Personal Care,35.88,4,90
2026-01-08,P015,Hand Sanitizer,Personal Care,36.34,4,90
2026-01-09,P015,Hand Sanitizer,Personal Care,35.93,4,90
2026-01-10,P015,Hand Sanitizer,Personal Care,35.91,4,90
2026-01-11,P015,Hand Sanitizer,Personal Care,37.02,4,90
2026-01-12,P015,Hand Sanitizer,Personal Care,35.65,4,90
2026-01-13,P015,Hand Sanitizer,Personal Care,35.55,4,90
2026-01-14,P015,Hand Sanitizer,Personal Care,35.71,4,90
2026-01-15,P015,Hand Sanitizer,Personal Care,35.78,4,90
2026-01-16,P015,Hand Sanitizer,Personal Care,35.56,4,90
2026-01-17,P015,Hand Sanitizer,Personal Care,35.76,4,90
2026-01-18,P015,Hand Sanitizer,Personal Care,37.18,4,90
2026-01-19,P015,Hand Sanitizer,Personal Care,33.82,4,90
2026-01-20,P015,Hand Sanitizer,Personal Care,33.92,4,90
2026-01-21,P015,Hand Sanitizer,Personal Care,34.23,4,90
2026-01-22,P015,Hand Sanitizer,Personal Care,34.58,4,90
2026-01-23,P015,Hand Sanitizer,Personal Care,34.92,4,90
2026-01-24,P015,Hand Sanitizer,Personal Care,35.63,4,90
2026-01-25,P015,Hand Sanitizer,Personal Care,36.94,4,90
2026-01-26,P015,Hand Sanitizer,Personal Care,33.9,4,90
2026-01-27,P015,Hand Sanitizer,Personal Care,33.74,4,90
2026-01-28,P015,Hand Sanitizer,Personal Care,33.98,4,90
2026-01-29,P015,Hand Sanitizer,Personal Care,34.19,4,90
2026-01-30,P015,Hand Sanitizer,Personal Care,34.2,4,90
2026-01-01,P016,Body Lotion,Personal Care,21.25,8,50
2026-01-02,P016,Body Lotion,Personal Care,20.94,8,50
2026-01-03,P016,Body Lotion,Personal Care,23.66,8,50
2026-01-04,P016,Body Lotion,Personal Care,23.76,8,50
2026-01-05,P016,Body Lotion,Personal Care,20.34,8,50
2026-01-06,P016,Body Lotion,Personal Care,20.56,8,50
2026-01-07,P016,Body Lotion,Personal Care,20.77,8,50
2026-01-08,P016,Body Lotion,Personal Care,20.71,8,50
2026-01-09,P016,Body Lotion,Personal Care,20.97,8,50
2026-01-10,P016,Body Lotion,Personal Care,24.18,8,50
2026-01-11,P016,Body Lotion,Personal Care,24.38,8,50
2026-01-12,P016,Body Lotion,Personal Care,21.1,8,50
2026-01-13,P016,Body Lotion,Personal Care,21.32,8,50
2026-01-14,P016,Body Lotion,Personal Care,21.54,8,50
2026-01-15,P016,Body Lotion,Personal Care,21.6,8,50
2026-01-16,P016,Body Lotion,Personal Care,21.72,8,50
2026-01-17,P016,Body Lotion,Personal Care,24.26,8,50
2026-01-18,P016,Body Lotion,Personal Care,24.37,8,50
2026-01-19,P016,Body Lotion,Personal Care,21.07,8,50
2026-01-20,P016,Body Lotion,Personal Care,21.14,8,50
2026-01-21,P016,Body Lotion,Personal Care,21.26,8,50
2026-01-22,P016,Body Lotion,Personal Care,21.32,8,50
2026-01-23,P016,Body Lotion,Personal Care,21.48,8,50
2026-01-24,P016,Body Lotion,Personal Care,23.72,8,50
2026-01-25,P016,Body Lotion,Personal Care,23.76,8,50
2026-01-26,P016,Body Lotion,Personal Care,21.08,8,50
2026-01-27,P016,Body Lotion,Personal Care,21.23,8,50
2026-01-28,P016,Body Lotion,Personal Care,21.32,8,50
2026-01-29,P016,Body Lotion,Personal Care,21.35,8,50
2026-01-30,P016,Body Lotion,Personal Care,21.39,8,50
2026-01-01,P017,Earphones,Electronics,16.77,10,35
2026-01-02,P017,Earphones,Electronics,16.7,10,35
2026-01-03,P017,Earphones,Electronics,16.76,10,35
2026-01-04,P017,Earphones,Electronics,16.82,10,35
2026-01-05,P017,Earphones,Electronics,16.43,10,35
2026-01-06,P017,Earphones,Electronics,16.28,10,35
2026-01-07,P017,Earphones,Electronics,16.34,10,35
2026-01-08,P017,Earphones,Electronics,16.4,10,35
2026-01-09,P017,Earphones,Electronics,16.24,10,35
2026-01-10,P017,Earphones,Electronics,16.34,10,35
2026-01-11,P017,Earphones,Electronics,16.1,10,35
2026-01-12,P017,Earphones,Electronics,16.36,10,35
2026-01-13,P017,Earphones,Electronics,16.04,10,35
2026-01-14,P017,Earphones,Electronics,16.12,10,35
2026-01-15,P017,Earphones,Electronics,16.27,10,35
2026-01-16,P017,Earphones,Electronics,16.24,10,35
2026-01-17,P017,Earphones,Electronics,16.34,10,35
2026-01-18,P017,Earphones,Electronics,16.12,10,35
2026-01-19,P017,Earphones,Electronics,16.36,10,35
2026-01-20,P017,Earphones,Electronics,16.28,10,35
2026-01-21,P017,Earphones,Electronics,16.18,10,35
2026-01-22,P017,Earphones,Electronics,16.26,10,35
2026-01-23,P017,Earphones,Electronics,16.26,10,35
2026-01-24,P017,Earphones,Electronics,16.4,10,35
2026-01-25,P017,Earphones,Electronics,16.18,10,35
2026-01-26,P017,Earphones,Electronics,16.52,10,35
2026-01-27,P017,Earphones,Electronics,16.28,10,35
2026-01-28,P017,Earphones,Electronics,16.31,10,35
2026-01-29,P017,Earphones,Electronics,16.56,10,35
2026-01-30,P017,Earphones,Electronics,16.48,10,35
2026-01-01,P009,Notebook,Stationery,61.15,5,120
2026-01-02,P009,Notebook,Stationery,61.08,5,120
2026-01-03,P009,Notebook,Stationery,62.8,5,120
2026-01-04,P009,Notebook,Stationery,62.64,5,120
2026-01-05,P009,Notebook,Stationery,59.97,5,120
2026-01-06,P009,Notebook,Stationery,59.66,5,120
2026-01-07,P009,Notebook,Stationery,60.02,5,120
2026-01-08,P009,Notebook,Stationery,61.14,5,120
2026-01-09,P009,Notebook,Stationery,60.62,5,120
2026-01-10,P009,Notebook,Stationery,62.5,5,120
2026-01-11,P009,Notebook,Stationery,62.7,5,120
2026-01-12,P009,Notebook,Stationery,60.48,5,120
2026-01-13,P009,Notebook,Stationery,60.52,5,120
2026-01-14,P009,Notebook,Stationery,60.63,5,120
2026-01-15,P009,Notebook,Stationery,61.31,5,120
2026-01-16,P009,Notebook,Stationery,60.82,5,120
2026-01-17,P009,Notebook,Stationery,62.66,5,120
2026-01-18,P009,Notebook,Stationery,62.48,5,120
2026-01-19,P009,Notebook,Stationery,60.87,5,120
2026-01-20,P009,Notebook,Stationery,60.66,5,120
2026-01-21,P009,Notebook,Stationery,60.92,5,120
2026-01-22,P009,Notebook,Stationery,61.82,5,120
2026-01-23,P009,Notebook,Stationery,61.33,5,120
2026-01-24,P009,Notebook,Stationery,62.92,5,120
2026-01-25,P009,Notebook,Stationery,62.54,5,120
2026-01-26,P009,Notebook,Stationery,60.99,5,120
2026-01-27,P009,Notebook,Stationery,60.7,5,120
2026-01-28,P009,Notebook,Stationery,60.72,5,120
2026-01-29,P009,Notebook,Stationery,61.5,5,120
2026-01-30,P009,Notebook,Stationery,61.37,5,120
2026-01-01,P020,Toothbrush Pack,Personal Care,44.65,5,95
2026-01-02,P020,Toothbrush Pack,Personal Care,47.38,5,95
2026-01-03,P020,Toothbrush Pack,Personal Care,48.3,5,95
2026-01-04,P020,Toothbrush Pack,Personal Care,49.32,5,95
2026-01-05,P020,Toothbrush Pack,Personal Care,46.18,5,95
2026-01-06,P020,Toothbrush Pack,Personal Care,45.56,5,95
2026-01-07,P020,Toothbrush Pack,Personal Care,46.38,5,95
2026-01-08,P020,Toothbrush Pack,Personal Care,47.0,5,95
2026-01-09,P020,Toothbrush Pack,Personal Care,47.86,5,95
2026-01-10,P020,Toothbrush Pack,Personal Care,48.7,5,95
2026-01-11,P020,Toothbrush Pack,Personal Care,48.95,5,95
2026-01-12,P020,Toothbrush Pack,Personal Care,45.62,5,95
2026-01-13,P020,Toothbrush Pack,Personal Care,45.18,5,95
2026-01-14,P020,Toothbrush Pack,Personal Care,46.43,5,95
2026-01-15,P020,Toothbrush Pack,Personal Care,47.1,5,95
2026-01-16,P020,Toothbrush Pack,Personal Care,47.54,5,95
2026-01-17,P020,Toothbrush Pack,Personal Care,48.42,5,95
2026-01-18,P020,Toothbrush Pack,Personal Care,48.92,5,95
2026-01-19,P020,Toothbrush Pack,Personal Care,45.4,5,95
2026-01-20,P020,Toothbrush Pack,Personal Care,44.7,5,95
2026-01-21,P020,Toothbrush Pack,Personal Care,45.68,5,95
2026-01-22,P020,Toothbrush Pack,Personal Care,46.3,5,95
2026-01-23,P020,Toothbrush Pack,Personal Care,46.94,5,95
2026-01-24,P020,Toothbrush Pack,Personal Care,47.72,5,95
2026-01-25,P020,Toothbrush Pack,Personal Care,48.17,5,95
2026-01-26,P020,Toothbrush Pack,Personal Care,45.72,5,95
2026-01-27,P020,Toothbrush Pack,Personal Care,45.22,5,95
2026-01-28,P020,Toothbrush Pack,Personal Care,46.56,5,95
2026-01-29,P020,Toothbrush Pack,Personal Care,46.29,5,95
2026-01-30,P020,Toothbrush Pack,Personal Care,46.66,5,95
