date,product_id,product_name,category,opening_stock,stock_received,units_sold,closing_stock,reorder_point,lead_time_days,stock_status,year,month,day,day_of_week,week_of_year,quarter,is_weekend,lag_1,lag_7,lag_14,rolling_7,rolling_30,predicted_demand,lead_time_demand,safety_stock,recommended_stock,reorder_recommendation,reorder_quantity
2025-10-23,P006,Water Bottle,Home & Kitchen,295,0,30,265,70,5,In Stock,2025,10,23,3,43,4,0,27.0,30.0,34.0,32.714285714285715,32.43333333333333,33.85,169.25,16.36,185.61,NO REORDER,0.0
2025-10-24,P006,Water Bottle,Home & Kitchen,265,0,32,233,70,5,In Stock,2025,10,24,4,43,4,0,30.0,33.0,35.0,32.714285714285715,32.333333333333336,33.21,166.05,16.36,182.41,NO REORDER,0.0
2025-10-25,P006,Water Bottle,Home & Kitchen,233,0,36,197,70,5,In Stock,2025,10,25,5,43,4,1,32.0,34.0,31.0,32.57142857142857,32.46666666666667,33.26,166.3,16.29,182.59,NO REORDER,0.0
2025-10-26,P006,Water Bottle,Home & Kitchen,197,0,30,167,70,5,In Stock,2025,10,26,6,43,4,1,36.0,35.0,41.0,32.857142857142854,32.766666666666666,33.8,169.0,16.43,185.43,REORDER,18.0
2025-10-27,P006,Water Bottle,Home & Kitchen,167,0,30,137,70,5,In Stock,2025,10,27,0,44,4,0,30.0,38.0,42.0,32.142857142857146,33.0,32.17,160.85,16.07,176.92,REORDER,40.0
2025-10-28,P006,Water Bottle,Home & Kitchen,137,0,34,103,70,5,Reorder Soon,2025,10,28,1,44,4,0,30.0,32.0,31.0,31.0,33.2,32.38,161.9,15.5,177.4,REORDER,74.0
2025-10-29,P006,Water Bottle,Home & Kitchen,103,277,34,346,70,5,In Stock,2025,10,29,2,44,4,0,34.0,27.0,44.0,31.285714285714285,33.5,32.9,164.5,15.64,180.14,NO REORDER,0.0
2025-10-30,P006,Water Bottle,Home & Kitchen,346,0,38,308,70,5,In Stock,2025,10,30,3,44,4,0,34.0,30.0,30.0,32.285714285714285,33.266666666666666,33.55,167.75,16.14,183.89,NO REORDER,0.0
2025-10-31,P006,Water Bottle,Home & Kitchen,308,0,54,254,70,5,In Stock,2025,10,31,4,44,4,0,38.0,32.0,33.0,33.42857142857143,33.766666666666666,35.43,177.15,16.71,193.86,NO REORDER,0.0
2025-11-01,P006,Water Bottle,Home & Kitchen,254,0,37,217,70,5,In Stock,2025,11,1,5,44,4,1,54.0,36.0,34.0,36.57142857142857,34.63333333333333,34.89,174.45,18.29,192.74,NO REORDER,0.0
2025-11-02,P006,Water Bottle,Home & Kitchen,217,0,34,183,70,5,In Stock,2025,11,2,6,44,4,1,37.0,30.0,35.0,36.71428571428572,34.8,35.26,176.3,18.36,194.66,REORDER,12.0
2025-11-03,P006,Water Bottle,Home & Kitchen,183,0,31,152,70,5,In Stock,2025,11,3,0,45,4,0,34.0,30.0,38.0,37.285714285714285,34.733333333333334,32.8,164.0,18.64,182.64,REORDER,31.0
2025-11-04,P006,Water Bottle,Home & Kitchen,152,0,32,120,70,5,In Stock,2025,11,4,1,45,4,0,31.0,34.0,32.0,37.42857142857143,34.5,33.78,168.9,18.71,187.61,REORDER,68.0
2025-11-05,P006,Water Bottle,Home & Kitchen,120,0,33,87,70,5,Reorder Soon,2025,11,5,2,45,4,0,32.0,34.0,27.0,37.142857142857146,34.56666666666667,32.13,160.65,18.57,179.22,REORDER,92.0
2025-11-06,P006,Water Bottle,Home & Kitchen,87,287,27,347,70,5,In Stock,2025,11,6,3,45,4,0,33.0,38.0,30.0,37.0,34.56666666666667,34.22,171.1,18.5,189.6,NO REORDER,0.0
2025-11-07,P006,Water Bottle,Home & Kitchen,347,0,27,320,70,5,In Stock,2025,11,7,4,45,4,0,27.0,54.0,32.0,35.42857142857143,34.4,33.08,165.4,17.71,183.11,NO REORDER,0.0
2025-11-08,P006,Water Bottle,Home & Kitchen,320,0,38,282,70,5,In Stock,2025,11,8,5,45,4,1,27.0,37.0,36.0,31.571428571428573,34.2,33.93,169.65,15.79,185.44,NO REORDER,0.0
2025-11-09,P006,Water Bottle,Home & Kitchen,282,0,33,249,70,5,In Stock,2025,11,9,6,45,4,1,38.0,34.0,30.0,31.714285714285715,34.333333333333336,35.22,176.1,15.86,191.96,NO REORDER,0.0
2025-11-10,P006,Water Bottle,Home & Kitchen,249,0,34,215,70,5,In Stock,2025,11,10,0,46,4,0,33.0,31.0,30.0,31.571428571428573,34.266666666666666,32.54,162.7,15.79,178.49,NO REORDER,0.0
2025-11-11,P006,Water Bottle,Home & Kitchen,215,0,36,179,70,5,In Stock,2025,11,11,1,46,4,0,34.0,32.0,34.0,32.0,34.36666666666667,32.33,161.65,16.0,177.65,NO REORDER,0.0
2025-11-12,P006,Water Bottle,Home & Kitchen,179,0,33,146,70,5,In Stock,2025,11,12,2,46,4,0,36.0,33.0,34.0,32.57142857142857,34.2,33.34,166.7,16.29,182.99,REORDER,37.0
2025-11-13,P006,Water Bottle,Home & Kitchen,146,0,36,110,70,5,In Stock,2025,11,13,3,46,4,0,33.0,27.0,38.0,32.57142857142857,33.9,33.6,168.0,16.29,184.29,REORDER,74.0
2025-11-14,P006,Water Bottle,Home & Kitchen,110,0,33,77,70,5,Reorder Soon,2025,11,14,4,46,4,0,36.0,27.0,54.0,33.857142857142854,34.06666666666667,32.05,160.25,16.93,177.18,REORDER,100.0
2025-11-15,P006,Water Bottle,Home & Kitchen,77,312,35,354,70,5,In Stock,2025,11,15,5,46,4,1,33.0,38.0,37.0,34.714285714285715,33.7,34.44,172.2,17.36,189.56,NO REORDER,0.0
2025-11-16,P006,Water Bottle,Home & Kitchen,354,0,41,313,70,5,In Stock,2025,11,16,6,46,4,1,35.0,33.0,34.0,34.285714285714285,33.86666666666667,33.63,168.15,17.14,185.29,NO REORDER,0.0
2025-11-17,P006,Water Bottle,Home & Kitchen,313,0,32,281,70,5,In Stock,2025,11,17,0,47,4,0,41.0,34.0,31.0,35.42857142857143,34.13333333333333,31.77,158.85,17.71,176.56,NO REORDER,0.0
2025-11-18,P006,Water Bottle,Home & Kitchen,281,0,37,244,70,5,In Stock,2025,11,18,1,47,4,0,32.0,36.0,32.0,35.142857142857146,34.06666666666667,32.65,163.25,17.57,180.82,NO REORDER,0.0
2025-11-19,P006,Water Bottle,Home & Kitchen,244,0,26,218,70,5,In Stock,2025,11,19,2,47,4,0,37.0,33.0,33.0,35.285714285714285,34.13333333333333,32.83,164.15,17.64,181.79,NO REORDER,0.0
2025-11-20,P006,Water Bottle,Home & Kitchen,218,0,34,184,70,5,In Stock,2025,11,20,3,47,4,0,26.0,36.0,27.0,34.285714285714285,33.733333333333334,33.34,166.7,17.14,183.84,NO REORDER,0.0
2025-11-21,P006,Water Bottle,Home & Kitchen,184,0,41,143,70,5,In Stock,2025,11,21,4,47,4,0,34.0,33.0,27.0,34.0,33.8,32.58,162.9,17.0,179.9,REORDER,37.0
2025-11-22,P006,Water Bottle,Home & Kitchen,143,0,47,96,70,5,Reorder Soon,2025,11,22,5,47,4,1,41.0,35.0,38.0,35.142857142857146,34.266666666666666,35.58,177.9,17.57,195.47,REORDER,99.0
2025-11-23,P006,Water Bottle,Home & Kitchen,96,279,27,348,70,5,In Stock,2025,11,23,6,47,4,1,47.0,41.0,33.0,36.85714285714285,34.833333333333336,35.84,179.2,18.43,197.63,NO REORDER,0.0
2025-11-24,P006,Water Bottle,Home & Kitchen,348,0,31,317,70,5,In Stock,2025,11,24,0,48,4,0,27.0,32.0,34.0,34.857142857142854,34.666666666666664,32.78,163.9,17.43,181.33,NO REORDER,0.0
2025-11-25,P006,Water Bottle,Home & Kitchen,317,0,28,289,70,5,In Stock,2025,11,25,1,48,4,0,31.0,37.0,36.0,34.714285714285715,34.5,31.64,158.2,17.36,175.56,NO REORDER,0.0
2025-11-26,P006,Water Bottle,Home & Kitchen,289,0,32,257,70,5,In Stock,2025,11,26,2,48,4,0,28.0,26.0,33.0,33.42857142857143,34.43333333333333,33.96,169.8,16.71,186.51,NO REORDER,0.0
2025-11-27,P006,Water Bottle,Home & Kitchen,257,0,37,220,70,5,In Stock,2025,11,27,3,48,4,0,32.0,34.0,36.0,34.285714285714285,34.5,33.9,169.5,17.14,186.64,NO REORDER,0.0
2025-11-28,P006,Water Bottle,Home & Kitchen,220,0,39,181,70,5,In Stock,2025,11,28,4,48,4,0,37.0,41.0,33.0,34.714285714285715,34.6,34.66,173.3,17.36,190.66,REORDER,10.0
2025-11-29,P006,Water Bottle,Home & Kitchen,181,0,41,140,70,5,In Stock,2025,11,29,5,48,4,1,39.0,47.0,35.0,34.42857142857143,34.766666666666666,34.7,173.5,17.21,190.71,REORDER,51.0
2025-11-30,P006,Water Bottle,Home & Kitchen,140,0,27,113,70,5,In Stock,2025,11,30,6,48,4,1,41.0,27.0,41.0,33.57142857142857,34.86666666666667,37.24,186.2,16.79,202.99,REORDER,90.0
2025-12-01,P006,Water Bottle,Home & Kitchen,113,0,33,80,70,5,Reorder Soon,2025,12,1,0,49,4,0,27.0,31.0,32.0,33.57142857142857,33.96666666666667,32.06,160.3,16.79,177.09,REORDER,97.0
2025-12-02,P006,Water Bottle,Home & Kitchen,80,291,30,341,70,5,In Stock,2025,12,2,1,49,4,0,33.0,28.0,37.0,33.857142857142854,33.833333333333336,30.46,152.3,16.93,169.23,NO REORDER,0.0
2025-12-03,P006,Water Bottle,Home & Kitchen,341,0,32,309,70,5,In Stock,2025,12,3,2,49,4,0,30.0,32.0,26.0,34.142857142857146,33.7,30.68,153.4,17.07,170.47,NO REORDER,0.0
2025-12-04,P006,Water Bottle,Home & Kitchen,309,0,31,278,70,5,In Stock,2025,12,4,3,49,4,0,32.0,37.0,34.0,34.142857142857146,33.733333333333334,32.54,162.7,17.07,179.77,NO REORDER,0.0
2025-12-05,P006,Water Bottle,Home & Kitchen,278,0,26,252,70,5,In Stock,2025,12,5,4,49,4,0,31.0,39.0,41.0,33.285714285714285,33.7,32.03,160.15,16.64,176.79,NO REORDER,0.0
2025-12-06,P006,Water Bottle,Home & Kitchen,252,0,41,211,70,5,In Stock,2025,12,6,5,49,4,1,26.0,41.0,47.0,31.428571428571427,33.46666666666667,33.83,169.15,15.71,184.86,NO REORDER,0.0
2025-12-07,P006,Water Bottle,Home & Kitchen,211,0,48,163,70,5,In Stock,2025,12,7,6,49,4,1,41.0,27.0,27.0,31.428571428571427,33.93333333333333,33.49,167.45,15.71,183.16,REORDER,20.0
2025-12-08,P006,Water Bottle,Home & Kitchen,163,0,41,122,70,5,In Stock,2025,12,8,0,50,4,0,48.0,33.0,31.0,34.42857142857143,34.63333333333333,34.53,172.65,17.21,189.86,REORDER,68.0
2025-12-09,P006,Water Bottle,Home & Kitchen,122,0,33,89,70,5,Reorder Soon,2025,12,9,1,50,4,0,41.0,30.0,28.0,35.57142857142857,34.733333333333334,30.61,153.05,17.79,170.84,REORDER,82.0
2025-12-10,P006,Water Bottle,Home & Kitchen,89,302,45,346,70,5,In Stock,2025,12,10,2,50,4,0,33.0,32.0,32.0,36.0,34.733333333333334,32.33,161.65,18.0,179.65,NO REORDER,0.0
2025-12-11,P006,Water Bottle,Home & Kitchen,346,0,31,315,70,5,In Stock,2025,12,11,3,50,4,0,45.0,31.0,37.0,37.85714285714285,35.1,32.84,164.2,18.93,183.13,NO REORDER,0.0
2025-12-12,P006,Water Bottle,Home & Kitchen,315,0,37,278,70,5,In Stock,2025,12,12,4,50,4,0,31.0,26.0,39.0,37.85714285714285,34.93333333333333,33.15,165.75,18.93,184.68,NO REORDER,0.0
2025-12-13,P006,Water Bottle,Home & Kitchen,278,0,31,247,70,5,In Stock,2025,12,13,5,50,4,1,37.0,41.0,41.0,39.42857142857143,35.06666666666667,32.27,161.35,19.71,181.06,NO REORDER,0.0
2025-12-14,P006,Water Bottle,Home & Kitchen,247,0,36,211,70,5,In Stock,2025,12,14,6,50,4,1,31.0,48.0,27.0,38.0,34.9,32.03,160.15,19.0,179.15,NO REORDER,0.0
2025-12-15,P006,Water Bottle,Home & Kitchen,211,0,33,178,70,5,In Stock,2025,12,15,0,51,4,0,36.0,41.0,33.0,36.285714285714285,35.0,32.76,163.8,18.14,181.94,REORDER,4.0
2025-12-16,P006,Water Bottle,Home & Kitchen,178,0,32,146,70,5,In Stock,2025,12,16,1,51,4,0,33.0,33.0,30.0,35.142857142857146,34.93333333333333,32.65,163.25,17.57,180.82,REORDER,35.0
2025-12-17,P006,Water Bottle,Home & Kitchen,146,0,29,117,70,5,In Stock,2025,12,17,2,51,4,0,32.0,45.0,32.0,35.0,34.63333333333333,32.18,160.9,17.5,178.4,REORDER,61.0
2025-12-18,P006,Water Bottle,Home & Kitchen,117,0,41,76,70,5,Reorder Soon,2025,12,18,3,51,4,0,29.0,31.0,31.0,32.714285714285715,34.53333333333333,33.47,167.35,16.36,183.71,REORDER,108.0
2025-12-19,P006,Water Bottle,Home & Kitchen,76,308,36,348,70,5,In Stock,2025,12,19,4,51,4,0,41.0,37.0,26.0,34.142857142857146,34.666666666666664,32.74,163.7,17.07,180.77,NO REORDER,0.0
2025-12-20,P006,Water Bottle,Home & Kitchen,348,0,35,313,70,5,In Stock,2025,12,20,5,51,4,1,36.0,31.0,41.0,34.0,35.0,34.01,170.05,17.0,187.05,NO REORDER,0.0
2025-12-21,P006,Water Bottle,Home & Kitchen,313,0,28,285,70,5,In Stock,2025,12,21,6,51,4,1,35.0,36.0,48.0,34.57142857142857,35.03333333333333,31.08,155.4,17.29,172.69,NO REORDER,0.0
2025-12-22,P006,Water Bottle,Home & Kitchen,285,0,22,263,70,5,In Stock,2025,12,22,0,52,4,0,28.0,33.0,41.0,33.42857142857143,34.6,33.34,166.7,16.71,183.41,NO REORDER,0.0
2025-12-23,P006,Water Bottle,Home & Kitchen,263,0,35,228,70,5,In Stock,2025,12,23,1,52,4,0,22.0,32.0,33.0,31.857142857142858,33.766666666666666,31.0,155.0,15.93,170.93,NO REORDER,0.0
2025-12-24,P006,Water Bottle,Home & Kitchen,228,0,30,198,70,5,In Stock,2025,12,24,2,52,4,0,35.0,29.0,45.0,32.285714285714285,34.03333333333333,32.65,163.25,16.14,179.39,NO REORDER,0.0
2025-12-25,P006,Water Bottle,Home & Kitchen,198,0,66,132,70,5,In Stock,2025,12,25,3,52,4,0,30.0,41.0,31.0,32.42857142857143,34.0,35.01,175.05,16.21,191.26,REORDER,59.0
2025-12-26,P006,Water Bottle,Home & Kitchen,132,0,38,94,70,5,Reorder Soon,2025,12,26,4,52,4,0,66.0,36.0,37.0,36.0,35.266666666666666,34.82,174.1,18.0,192.1,REORDER,98.0
2025-12-27,P006,Water Bottle,Home & Kitchen,94,298,35,357,70,5,In Stock,2025,12,27,5,52,4,1,38.0,35.0,31.0,36.285714285714285,35.46666666666667,36.53,182.65,18.14,200.79,NO REORDER,0.0
2025-12-28,P006,Water Bottle,Home & Kitchen,357,0,33,324,70,5,In Stock,2025,12,28,6,52,4,1,35.0,28.0,36.0,36.285714285714285,35.4,35.62,178.1,18.14,196.24,NO REORDER,0.0
2025-12-29,P006,Water Bottle,Home & Kitchen,324,0,41,283,70,5,In Stock,2025,12,29,0,1,4,0,33.0,22.0,33.0,37.0,35.2,36.34,181.7,18.5,200.2,NO REORDER,0.0
2025-12-30,P006,Water Bottle,Home & Kitchen,283,0,39,244,70,5,In Stock,2025,12,30,1,1,4,0,41.0,35.0,32.0,39.71428571428572,35.2,33.84,169.2,19.86,189.06,NO REORDER,0.0
2025-12-31,P006,Water Bottle,Home & Kitchen,244,0,41,203,70,5,In Stock,2025,12,31,2,1,4,0,39.0,30.0,29.0,40.285714285714285,35.6,36.3,181.5,20.14,201.64,NO REORDER,0.0
2025-08-13,P007,Storage Box Set,Home & Kitchen,105,0,7,98,35,12,In Stock,2025,8,13,2,33,3,0,12.0,11.0,10.0,11.428571428571429,11.6,11.38,136.56,5.71,142.27,REORDER,44.0
2025-08-14,P007,Storage Box Set,Home & Kitchen,98,0,13,85,35,12,In Stock,2025,8,14,3,33,3,0,7.0,12.0,15.0,10.857142857142858,11.366666666666667,10.94,131.28,5.43,136.71,REORDER,52.0
2025-08-15,P007,Storage Box Set,Home & Kitchen,85,0,13,72,35,12,In Stock,2025,8,15,4,33,3,0,13.0,11.0,10.0,11.0,11.466666666666669,11.42,137.04,5.5,142.54,REORDER,71.0
2025-08-16,P007,Storage Box Set,Home & Kitchen,72,0,13,59,35,12,In Stock,2025,8,16,5,33,3,1,13.0,12.0,14.0,11.285714285714286,11.5,11.42,137.04,5.64,142.68,REORDER,84.0
2025-08-17,P007,Storage Box Set,Home & Kitchen,59,0,7,52,35,12,Reorder Soon,2025,8,17,6,33,3,1,13.0,13.0,11.0,11.428571428571429,11.566666666666666,11.54,138.48,5.71,144.19,REORDER,92.0
2025-08-18,P007,Storage Box Set,Home & Kitchen,52,0,12,40,35,12,Reorder Soon,2025,8,18,0,34,3,0,7.0,9.0,11.0,10.571428571428571,11.3,10.9,130.8,5.29,136.09,REORDER,96.0
2025-08-19,P007,Storage Box Set,Home & Kitchen,40,114,10,144,35,12,In Stock,2025,8,19,1,34,3,0,12.0,12.0,9.0,11.0,11.3,10.94,131.28,5.5,136.78,NO REORDER,0.0
2025-08-20,P007,Storage Box Set,Home & Kitchen,144,0,11,133,35,12,In Stock,2025,8,20,2,34,3,0,10.0,7.0,11.0,10.714285714285714,11.266666666666667,10.99,131.88,5.36,137.24,REORDER,4.0
2025-08-21,P007,Storage Box Set,Home & Kitchen,133,0,12,121,35,12,In Stock,2025,8,21,3,34,3,0,11.0,13.0,12.0,11.285714285714286,11.233333333333333,11.37,136.44,5.64,142.08,REORDER,21.0
2025-08-22,P007,Storage Box Set,Home & Kitchen,121,0,11,110,35,12,In Stock,2025,8,22,4,34,3,0,12.0,13.0,11.0,11.142857142857142,11.233333333333333,11.76,141.12,5.57,146.69,REORDER,37.0
2025-08-23,P007,Storage Box Set,Home & Kitchen,110,0,13,97,35,12,In Stock,2025,8,23,5,34,3,1,11.0,13.0,12.0,10.857142857142858,11.066666666666666,12.3,147.6,5.43,153.03,REORDER,56.0
2025-08-24,P007,Storage Box Set,Home & Kitchen,97,0,11,86,35,12,In Stock,2025,8,24,6,34,3,1,13.0,7.0,13.0,10.857142857142858,11.133333333333333,11.66,139.92,5.43,145.35,REORDER,59.0
2025-08-25,P007,Storage Box Set,Home & Kitchen,86,0,14,72,35,12,In Stock,2025,8,25,0,35,3,0,11.0,12.0,9.0,11.428571428571429,11.2,11.58,138.96,5.71,144.67,REORDER,73.0
2025-08-26,P007,Storage Box Set,Home & Kitchen,72,0,11,61,35,12,In Stock,2025,8,26,1,35,3,0,14.0,10.0,12.0,11.714285714285714,11.3,11.02,132.24,5.86,138.1,REORDER,77.0
2025-08-27,P007,Storage Box Set,Home & Kitchen,61,0,11,50,35,12,Reorder Soon,2025,8,27,2,35,3,0,11.0,11.0,7.0,11.857142857142858,11.266666666666667,11.32,135.84,5.93,141.77,REORDER,92.0
2025-08-28,P007,Storage Box Set,Home & Kitchen,50,0,11,39,35,12,Reorder Soon,2025,8,28,3,35,3,0,11.0,12.0,13.0,11.857142857142858,11.233333333333333,10.83,129.96,5.93,135.89,REORDER,97.0
2025-08-29,P007,Storage Box Set,Home & Kitchen,39,116,11,144,35,12,In Stock,2025,8,29,4,35,3,0,11.0,11.0,13.0,11.714285714285714,11.333333333333334,11.97,143.64,5.86,149.5,REORDER,5.0
2025-08-30,P007,Storage Box Set,Home & Kitchen,144,0,9,135,35,12,In Stock,2025,8,30,5,35,3,1,11.0,13.0,13.0,11.714285714285714,11.366666666666667,11.96,143.52,5.86,149.38,REORDER,14.0
2025-08-31,P007,Storage Box Set,Home & Kitchen,135,0,10,125,35,12,In Stock,2025,8,31,6,35,3,1,9.0,11.0,7.0,11.142857142857142,11.166666666666666,11.8,141.6,5.57,147.17,REORDER,22.0
2025-09-01,P007,Storage Box Set,Home & Kitchen,125,0,15,110,35,12,In Stock,2025,9,1,0,36,3,0,10.0,14.0,12.0,11.0,11.166666666666666,11.69,140.28,5.5,145.78,REORDER,36.0
2025-09-02,P007,Storage Box Set,Home & Kitchen,110,0,12,98,35,12,In Stock,2025,9,2,1,36,3,0,15.0,11.0,10.0,11.142857142857142,11.2,11.07,132.84,5.57,138.41,REORDER,40.0
2025-09-03,P007,Storage Box Set,Home & Kitchen,98,0,14,84,35,12,In Stock,2025,9,3,2,36,3,0,12.0,11.0,11.0,11.285714285714286,11.233333333333333,10.88,130.56,5.64,136.2,REORDER,52.0
2025-09-04,P007,Storage Box Set,Home & Kitchen,84,0,8,76,35,12,In Stock,2025,9,4,3,36,3,0,14.0,11.0,12.0,11.714285714285714,11.333333333333334,10.92,131.04,5.86,136.9,REORDER,61.0
2025-09-05,P007,Storage Box Set,Home & Kitchen,76,0,12,64,35,12,In Stock,2025,9,5,4,36,3,0,8.0,11.0,11.0,11.285714285714286,11.3,11.0,132.0,5.64,137.64,REORDER,74.0
2025-09-06,P007,Storage Box Set,Home & Kitchen,64,0,15,49,35,12,Reorder Soon,2025,9,6,5,36,3,1,12.0,9.0,13.0,11.428571428571429,11.333333333333334,11.34,136.08,5.71,141.79,REORDER,93.0
2025-09-07,P007,Storage Box Set,Home & Kitchen,49,0,12,37,35,12,Reorder Soon,2025,9,7,6,36,3,1,15.0,10.0,11.0,12.285714285714286,11.433333333333334,12.5,150.0,6.14,156.14,REORDER,119.0
2025-09-08,P007,Storage Box Set,Home & Kitchen,37,110,11,136,35,12,In Stock,2025,9,8,0,37,3,0,12.0,15.0,14.0,12.571428571428571,11.466666666666669,12.0,144.0,6.29,150.29,REORDER,14.0
2025-09-09,P007,Storage Box Set,Home & Kitchen,136,0,13,123,35,12,In Stock,2025,9,9,1,37,3,0,11.0,12.0,11.0,12.0,11.433333333333334,11.7,140.4,6.0,146.4,REORDER,23.0
2025-09-10,P007,Storage Box Set,Home & Kitchen,123,0,11,112,35,12,In Stock,2025,9,10,2,37,3,0,13.0,14.0,11.0,12.142857142857142,11.433333333333334,12.18,146.16,6.07,152.23,REORDER,40.0
2025-09-11,P007,Storage Box Set,Home & Kitchen,112,0,11,101,35,12,In Stock,2025,9,11,3,37,3,0,11.0,8.0,11.0,11.714285714285714,11.5,11.5,138.0,5.86,143.86,REORDER,43.0
2025-09-12,P007,Storage Box Set,Home & Kitchen,101,0,8,93,35,12,In Stock,2025,9,12,4,37,3,0,11.0,12.0,11.0,12.142857142857142,11.466666666666669,11.65,139.8,6.07,145.87,REORDER,53.0
2025-09-13,P007,Storage Box Set,Home & Kitchen,93,0,13,80,35,12,In Stock,2025,9,13,5,37,3,1,8.0,15.0,9.0,11.571428571428571,11.5,12.04,144.48,5.79,150.27,REORDER,70.0
2025-09-14,P007,Storage Box Set,Home & Kitchen,80,0,11,69,35,12,In Stock,2025,9,14,6,37,3,1,13.0,12.0,10.0,11.285714285714286,11.5,11.18,134.16,5.64,139.8,REORDER,71.0
2025-09-15,P007,Storage Box Set,Home & Kitchen,69,0,14,55,35,12,In Stock,2025,9,15,0,38,3,0,11.0,11.0,15.0,11.142857142857142,11.433333333333334,11.04,132.48,5.57,138.05,REORDER,83.0
2025-09-16,P007,Storage Box Set,Home & Kitchen,55,0,10,45,35,12,Reorder Soon,2025,9,16,1,38,3,0,14.0,13.0,12.0,11.571428571428571,11.466666666666669,11.26,135.12,5.79,140.91,REORDER,96.0
2025-09-17,P007,Storage Box Set,Home & Kitchen,45,113,13,145,35,12,In Stock,2025,9,17,2,38,3,0,10.0,11.0,14.0,11.142857142857142,11.566666666666666,11.74,140.88,5.57,146.45,REORDER,1.0
2025-09-18,P007,Storage Box Set,Home & Kitchen,145,0,11,134,35,12,In Stock,2025,9,18,3,38,3,0,13.0,11.0,8.0,11.428571428571429,11.6,10.96,131.52,5.71,137.23,REORDER,3.0
2025-09-19,P007,Storage Box Set,Home & Kitchen,134,0,12,122,35,12,In Stock,2025,9,19,4,38,3,0,11.0,8.0,12.0,11.428571428571429,11.633333333333333,11.26,135.12,5.71,140.83,REORDER,19.0
2025-09-20,P007,Storage Box Set,Home & Kitchen,122,0,11,111,35,12,In Stock,2025,9,20,5,38,3,1,12.0,13.0,15.0,12.0,11.666666666666666,11.72,140.64,6.0,146.64,REORDER,36.0
2025-09-21,P007,Storage Box Set,Home & Kitchen,111,0,11,100,35,12,In Stock,2025,9,21,6,38,3,1,11.0,11.0,12.0,11.714285714285714,11.633333333333333,11.93,143.16,5.86,149.02,REORDER,49.0
2025-09-22,P007,Storage Box Set,Home & Kitchen,100,0,8,92,35,12,In Stock,2025,9,22,0,39,3,0,11.0,14.0,11.0,11.714285714285714,11.633333333333333,11.29,135.48,5.86,141.34,REORDER,49.0
2025-09-23,P007,Storage Box Set,Home & Kitchen,92,0,12,80,35,12,In Stock,2025,9,23,1,39,3,0,8.0,10.0,13.0,10.857142857142858,11.466666666666669,11.54,138.48,5.43,143.91,REORDER,64.0
2025-09-24,P007,Storage Box Set,Home & Kitchen,80,0,12,68,35,12,In Stock,2025,9,24,2,39,3,0,12.0,13.0,11.0,11.142857142857142,11.5,11.16,133.92,5.57,139.49,REORDER,71.0
2025-09-25,P007,Storage Box Set,Home & Kitchen,68,0,15,53,35,12,In Stock,2025,9,25,3,39,3,0,12.0,11.0,11.0,11.0,11.433333333333334,11.48,137.76,5.5,143.26,REORDER,90.0
2025-09-26,P007,Storage Box Set,Home & Kitchen,53,0,8,45,35,12,Reorder Soon,2025,9,26,4,39,3,0,15.0,12.0,8.0,11.571428571428571,11.566666666666666,11.23,134.76,5.79,140.55,REORDER,96.0
2025-09-27,P007,Storage Box Set,Home & Kitchen,45,106,10,141,35,12,In Stock,2025,9,27,5,39,3,1,8.0,11.0,13.0,11.0,11.466666666666669,11.93,143.16,5.5,148.66,REORDER,8.0
2025-09-28,P007,Storage Box Set,Home & Kitchen,141,0,12,129,35,12,In Stock,2025,9,28,6,39,3,1,10.0,11.0,11.0,10.857142857142858,11.433333333333334,11.76,141.12,5.43,146.55,REORDER,18.0
2025-09-29,P007,Storage Box Set,Home & Kitchen,129,0,14,115,35,12,In Stock,2025,9,29,0,40,3,0,12.0,8.0,14.0,11.0,11.466666666666669,11.61,139.32,5.5,144.82,REORDER,30.0
2025-09-30,P007,Storage Box Set,Home & Kitchen,115,0,15,100,35,12,In Stock,2025,9,30,1,40,3,0,14.0,12.0,10.0,11.857142857142858,11.633333333333333,12.2,146.4,5.93,152.33,REORDER,52.0
2025-10-01,P007,Storage Box Set,Home & Kitchen,100,0,8,92,35,12,In Stock,2025,10,1,2,40,4,0,15.0,12.0,13.0,12.285714285714286,11.8,11.68,140.16,6.14,146.3,REORDER,54.0
2025-10-02,P007,Storage Box Set,Home & Kitchen,92,0,8,84,35,12,In Stock,2025,10,2,3,40,4,0,8.0,15.0,11.0,11.714285714285714,11.566666666666666,12.38,148.56,5.86,154.42,REORDER,70.0
2025-10-03,P007,Storage Box Set,Home & Kitchen,84,0,12,72,35,12,In Stock,2025,10,3,4,40,4,0,8.0,8.0,12.0,10.714285714285714,11.433333333333334,11.38,136.56,5.36,141.92,REORDER,70.0
2025-10-04,P007,Storage Box Set,Home & Kitchen,72,0,11,61,35,12,In Stock,2025,10,4,5,40,4,1,12.0,10.0,11.0,11.285714285714286,11.366666666666667,11.06,132.72,5.64,138.36,REORDER,77.0
2025-10-05,P007,Storage Box Set,Home & Kitchen,61,0,11,50,35,12,Reorder Soon,2025,10,5,6,40,4,1,11.0,12.0,11.0,11.428571428571429,11.466666666666669,11.89,142.68,5.71,148.39,REORDER,98.0
2025-10-06,P007,Storage Box Set,Home & Kitchen,50,0,11,39,35,12,Reorder Soon,2025,10,6,0,41,4,0,11.0,14.0,8.0,11.285714285714286,11.433333333333334,11.53,138.36,5.64,144.0,REORDER,105.0
